02:24:19,301 main INFO Loading fonts.
02:24:19,302 main INFO Loading sound files.
02:24:19,358 main INFO Loading textures.
02:24:19,378 main INFO Creating UI.
02:24:19,379 main DEBUG Showing main menu.
02:24:19,379 main DEBUG Clearing old menu screen.
02:24:19,379 main DEBUG No main menu to clear
02:24:21,470 main DEBUG Playing sound 'click'
02:24:22,714 main DEBUG Playing sound 'click'
02:24:22,870 main INFO Starting a new game.
02:24:22,871 main DEBUG Load screen.
02:24:22,879 main DEBUG Removing old particle system.
02:24:22,879 main DEBUG 'GameWindow' object has no attribute 'flame_emitter_group'
02:24:22,980 main DEBUG Removing obstacles from game grid.
02:24:23,158 main DEBUG generating new grid
02:24:23,162 main DEBUG removed 129 grid points for towers
02:24:23,162 main DEBUG removed 127 grid points for no walk
02:24:23,255 main DEBUG Pathfinding successful!
02:24:23,255 main DEBUG Steps: 23
02:24:26,577 main DEBUG Towers: 1
02:24:26,578 main DEBUG generating new grid
02:24:26,581 main DEBUG removed 130 grid points for towers
02:24:26,581 main DEBUG removed 127 grid points for no walk
02:24:26,667 main DEBUG Pathfinding successful!
02:24:26,667 main DEBUG Steps: 24
02:24:26,667 main DEBUG New path for grid: True
02:25:27,166 main DEBUG Reached pos (1, 14), new target is (1, 14)
02:25:27,199 main DEBUG Reached pos (3, 13), new target is (4, 13)
02:25:27,200 main DEBUG Reached pos (2, 15), new target is (2, 16)
02:25:27,200 main DEBUG Reached pos (1, 14), new target is (2, 14)
02:25:27,249 main DEBUG Reached pos (1, 14), new target is (1, 14)
02:25:27,273 main DEBUG Spawning mob ID2484: 14.0hp, 1.0spd
02:25:27,273 main DEBUG Spawning mob ID2485: 35.0hp, 0.9spd
02:25:27,273 main DEBUG Spawning mob ID2486: 180.0hp, 0.6spd
02:25:27,274 main DEBUG Spawning mob ID2487: 80.0hp, 1.8spd
02:25:27,274 main DEBUG Spawning mob ID2488: 300.0hp, 0.9spd
02:25:27,274 main DEBUG Spawning mob ID2489: 300.0hp, 1.25spd
02:25:27,275 main DEBUG Spawning mob ID2490: 400.0hp, 1.0spd
02:25:27,275 main DEBUG Spawning mob ID2491: 120.0hp, 0.9spd
02:25:27,275 main DEBUG Spawning mob ID2492: 900.0hp, 0.5spd
02:25:27,276 main DEBUG Spawning mob ID2493: 800.0hp, 0.8spd
02:25:27,276 main DEBUG Spawning mob ID2494: 900.0hp, 1.0spd
02:25:27,276 main DEBUG Spawning mob ID2495: 2000.0hp, 0.5spd
02:25:27,282 main DEBUG Reached pos (1, 14), new target is (2, 14)
02:25:27,432 main DEBUG Reached pos (1, 14), new target is (1, 14)
02:25:27,481 main DEBUG Playing sound 'bang1'
02:25:27,482 main DEBUG Reached pos (2, 16), new target is (2, 17)
02:25:27,483 main DEBUG Reached pos (2, 15), new target is (2, 16)
02:25:27,484 main DEBUG Reached pos (1, 14), new target is (2, 14)
02:25:27,484 main DEBUG Reached pos (1, 14), new target is (1, 14)
02:25:27,506 main DEBUG Spawning mob ID2496: 14.0hp, 1.0spd
02:25:27,506 main DEBUG Spawning mob ID2497: 35.0hp, 0.9spd
02:25:27,507 main DEBUG Spawning mob ID2498: 180.0hp, 0.6spd
02:25:27,508 main DEBUG Spawning mob ID2499: 80.0hp, 1.8spd
02:25:27,508 main DEBUG Spawning mob ID2500: 300.0hp, 0.9spd
02:25:27,508 main DEBUG Spawning mob ID2501: 300.0hp, 1.25spd
02:25:27,508 main DEBUG Spawning mob ID2502: 400.0hp, 1.0spd
02:25:27,509 main DEBUG Spawning mob ID2503: 120.0hp, 0.9spd
02:25:27,509 main DEBUG Spawning mob ID2504: 900.0hp, 0.5spd
02:25:27,509 main DEBUG Spawning mob ID2505: 800.0hp, 0.8spd
02:25:27,510 main DEBUG Spawning mob ID2506: 900.0hp, 1.0spd
02:25:27,510 main DEBUG Spawning mob ID2507: 2000.0hp, 0.5spd
02:25:27,516 main DEBUG Reached pos (1, 14), new target is (2, 14)
02:25:27,548 main DEBUG Playing sound 'bang1'
02:25:27,665 main DEBUG Reached pos (3, 13), new target is (4, 13)
02:25:27,714 main DEBUG Playing sound 'bang1'
02:25:27,715 main DEBUG Reached pos (1, 14), new target is (1, 14)
02:25:27,748 main DEBUG Reached pos (2, 16), new target is (2, 17)
02:25:27,748 main DEBUG Reached pos (1, 14), new target is (1, 14)
02:25:27,749 main DEBUG Reached pos (1, 14), new target is (2, 14)
02:25:27,773 main DEBUG Spawning mob ID2508: 14.0hp, 1.0spd
02:25:27,773 main DEBUG Spawning mob ID2509: 35.0hp, 0.9spd
02:25:27,773 main DEBUG Spawning mob ID2510: 180.0hp, 0.6spd
02:25:27,774 main DEBUG Spawning mob ID2511: 80.0hp, 1.8spd
02:25:27,774 main DEBUG Spawning mob ID2512: 300.0hp, 0.9spd
02:25:27,774 main DEBUG Spawning mob ID2513: 300.0hp, 1.25spd
02:25:27,774 main DEBUG Spawning mob ID2514: 400.0hp, 1.0spd
02:25:27,775 main DEBUG Spawning mob ID2515: 120.0hp, 0.9spd
02:25:27,775 main DEBUG Spawning mob ID2516: 900.0hp, 0.5spd
02:25:27,775 main DEBUG Spawning mob ID2517: 800.0hp, 0.8spd
02:25:27,776 main DEBUG Spawning mob ID2518: 900.0hp, 1.0spd
02:25:27,776 main DEBUG Spawning mob ID2519: 2000.0hp, 0.5spd
02:25:27,781 main DEBUG Reached pos (1, 14), new target is (2, 14)
02:25:27,782 main DEBUG Reached pos (1, 14), new target is (1, 14)
02:25:27,815 main DEBUG Reached pos (1, 14), new target is (2, 14)
02:25:27,931 main DEBUG Reached pos (3, 13), new target is (4, 13)
02:25:27,932 main DEBUG Reached pos (2, 14), new target is (2, 15)
02:25:27,932 main DEBUG Reached pos (2, 14), new target is (2, 15)
02:25:27,933 main DEBUG Reached pos (1, 14), new target is (1, 14)
02:25:27,966 main DEBUG Reached pos (2, 16), new target is (2, 17)
02:25:27,966 main DEBUG Reached pos (1, 14), new target is (2, 14)
02:25:27,967 main DEBUG Reached pos (1, 14), new target is (1, 14)
02:25:28,13 main DEBUG Reached pos (2, 15), new target is (2, 16)
02:25:28,14 main DEBUG Reached pos (1, 14), new target is (1, 14)
02:25:28,15 main DEBUG Reached pos (1, 14), new target is (2, 14)
02:25:28,39 main DEBUG Spawning mob ID2520: 14.0hp, 1.0spd
02:25:28,39 main DEBUG Spawning mob ID2521: 35.0hp, 0.9spd
02:25:28,40 main DEBUG Spawning mob ID2522: 180.0hp, 0.6spd
02:25:28,40 main DEBUG Spawning mob ID2523: 80.0hp, 1.8spd
02:25:28,40 main DEBUG Spawning mob ID2524: 300.0hp, 0.9spd
02:25:28,41 main DEBUG Spawning mob ID2525: 300.0hp, 1.25spd
02:25:28,41 main DEBUG Spawning mob ID2526: 400.0hp, 1.0spd
02:25:28,41 main DEBUG Spawning mob ID2527: 120.0hp, 0.9spd
02:25:28,41 main DEBUG Spawning mob ID2528: 900.0hp, 0.5spd
02:25:28,42 main DEBUG Spawning mob ID2529: 800.0hp, 0.8spd
02:25:28,42 main DEBUG Spawning mob ID2530: 900.0hp, 1.0spd
02:25:28,42 main DEBUG Spawning mob ID2531: 2000.0hp, 0.5spd
02:25:28,46 main DEBUG Reached pos (2, 14), new target is (2, 15)
02:25:28,47 main DEBUG Reached pos (1, 14), new target is (2, 14)
02:25:28,96 main DEBUG Playing sound 'bang1'
02:25:28,97 main DEBUG Reached pos (2, 17), new target is (1, 17)
02:25:28,163 main DEBUG Playing sound 'bang1'
02:25:28,212 main DEBUG Reached pos (4, 13), new target is (5, 13)
02:25:28,213 main DEBUG Reached pos (2, 16), new target is (2, 17)
02:25:28,213 main DEBUG Reached pos (3, 13), new target is (4, 13)
02:25:28,247 main DEBUG Reached pos (2, 14), new target is (2, 15)
02:25:28,304 main DEBUG Spawning mob ID2532: 14.0hp, 1.0spd
02:25:28,305 main DEBUG Spawning mob ID2533: 35.0hp, 0.9spd
02:25:28,305 main DEBUG Spawning mob ID2534: 180.0hp, 0.6spd
02:25:28,305 main DEBUG Spawning mob ID2535: 80.0hp, 1.8spd
02:25:28,306 main DEBUG Spawning mob ID2536: 300.0hp, 0.9spd
02:25:28,306 main DEBUG Spawning mob ID2537: 300.0hp, 1.25spd
02:25:28,306 main DEBUG Spawning mob ID2538: 400.0hp, 1.0spd
02:25:28,306 main DEBUG Spawning mob ID2539: 120.0hp, 0.9spd
02:25:28,307 main DEBUG Spawning mob ID2540: 900.0hp, 0.5spd
02:25:28,307 main DEBUG Spawning mob ID2541: 800.0hp, 0.8spd
02:25:28,308 main DEBUG Spawning mob ID2542: 900.0hp, 1.0spd
02:25:28,308 main DEBUG Spawning mob ID2543: 2000.0hp, 0.5spd
02:25:28,330 main DEBUG Reached pos (1, 14), new target is (1, 14)
02:25:28,330 main DEBUG Reached pos (1, 14), new target is (1, 14)
02:25:28,379 main DEBUG Reached pos (1, 14), new target is (2, 14)
02:25:28,380 main DEBUG Reached pos (1, 14), new target is (2, 14)
02:25:28,414 main DEBUG Reached pos (1, 14), new target is (1, 14)
02:25:28,463 main DEBUG Reached pos (1, 14), new target is (2, 14)
02:25:28,495 main DEBUG Reached pos (2, 17), new target is (1, 17)
02:25:28,544 main DEBUG Playing sound 'bang1'
02:25:28,545 main DEBUG Playing sound 'bang1'
02:25:28,547 main DEBUG Playing sound 'bang1'
02:25:28,549 main DEBUG Reached pos (2, 14), new target is (2, 15)
02:25:28,549 main DEBUG Reached pos (2, 14), new target is (2, 15)
02:25:28,549 main DEBUG Reached pos (1, 14), new target is (1, 14)
02:25:28,571 main DEBUG Spawning mob ID2544: 14.0hp, 1.0spd
02:25:28,571 main DEBUG Spawning mob ID2545: 35.0hp, 0.9spd
02:25:28,571 main DEBUG Spawning mob ID2546: 180.0hp, 0.6spd
02:25:28,572 main DEBUG Spawning mob ID2547: 80.0hp, 1.8spd
02:25:28,572 main DEBUG Spawning mob ID2548: 300.0hp, 0.9spd
02:25:28,573 main DEBUG Spawning mob ID2549: 300.0hp, 1.25spd
02:25:28,573 main DEBUG Spawning mob ID2550: 400.0hp, 1.0spd
02:25:28,573 main DEBUG Spawning mob ID2551: 120.0hp, 0.9spd
02:25:28,573 main DEBUG Spawning mob ID2552: 900.0hp, 0.5spd
02:25:28,574 main DEBUG Spawning mob ID2553: 800.0hp, 0.8spd
02:25:28,574 main DEBUG Spawning mob ID2554: 900.0hp, 1.0spd
02:25:28,574 main DEBUG Spawning mob ID2555: 2000.0hp, 0.5spd
02:25:28,594 main DEBUG Playing sound 'bang1'
02:25:28,595 main DEBUG Reached pos (4, 13), new target is (5, 13)
02:25:28,596 main DEBUG Reached pos (1, 14), new target is (2, 14)
02:25:28,663 main DEBUG Reached pos (1, 14), new target is (1, 14)
02:25:28,696 main DEBUG Reached pos (1, 14), new target is (2, 14)
02:25:28,728 main DEBUG Reached pos (2, 16), new target is (2, 17)
02:25:28,762 main DEBUG Reached pos (2, 17), new target is (1, 17)
02:25:28,762 main DEBUG Reached pos (2, 14), new target is (2, 15)
02:25:28,795 main DEBUG Reached pos (2, 14), new target is (2, 15)
02:25:28,796 main DEBUG Reached pos (1, 14), new target is (1, 14)
02:25:28,830 main DEBUG Spawning mob ID2556: 14.0hp, 1.0spd
02:25:28,831 main DEBUG Spawning mob ID2557: 35.0hp, 0.9spd
02:25:28,831 main DEBUG Spawning mob ID2558: 180.0hp, 0.6spd
02:25:28,832 main DEBUG Spawning mob ID2559: 80.0hp, 1.8spd
02:25:28,832 main DEBUG Spawning mob ID2560: 300.0hp, 0.9spd
02:25:28,833 main DEBUG Spawning mob ID2561: 300.0hp, 1.25spd
02:25:28,833 main DEBUG Spawning mob ID2562: 400.0hp, 1.0spd
02:25:28,833 main DEBUG Spawning mob ID2563: 120.0hp, 0.9spd
02:25:28,833 main DEBUG Spawning mob ID2564: 900.0hp, 0.5spd
02:25:28,834 main DEBUG Spawning mob ID2565: 800.0hp, 0.8spd
02:25:28,834 main DEBUG Spawning mob ID2566: 900.0hp, 1.0spd
02:25:28,834 main DEBUG Spawning mob ID2567: 2000.0hp, 0.5spd
02:25:28,844 main DEBUG Reached pos (1, 14), new target is (2, 14)
02:25:28,911 main DEBUG Playing sound 'bang1'
02:25:28,944 main DEBUG Reached pos (2, 17), new target is (1, 17)
02:25:28,993 main DEBUG Playing sound 'bang1'
02:25:29,27 main DEBUG Reached pos (4, 13), new target is (5, 13)
02:25:29,60 main DEBUG Reached pos (1, 17), new target is (0, 17)
02:25:29,61 main DEBUG Reached pos (2, 14), new target is (2, 15)
02:25:29,61 main DEBUG Reached pos (2, 14), new target is (2, 15)
02:25:29,85 main DEBUG Spawning mob ID2568: 14.0hp, 1.0spd
02:25:29,85 main DEBUG Spawning mob ID2569: 35.0hp, 0.9spd
02:25:29,85 main DEBUG Spawning mob ID2570: 180.0hp, 0.6spd
02:25:29,86 main DEBUG Spawning mob ID2571: 80.0hp, 1.8spd
02:25:29,86 main DEBUG Spawning mob ID2572: 300.0hp, 0.9spd
02:25:29,86 main DEBUG Spawning mob ID2573: 300.0hp, 1.25spd
02:25:29,87 main DEBUG Spawning mob ID2574: 400.0hp, 1.0spd
02:25:29,87 main DEBUG Spawning mob ID2575: 120.0hp, 0.9spd
02:25:29,87 main DEBUG Spawning mob ID2576: 900.0hp, 0.5spd
02:25:29,88 main DEBUG Spawning mob ID2577: 800.0hp, 0.8spd
02:25:29,88 main DEBUG Spawning mob ID2578: 900.0hp, 1.0spd
02:25:29,88 main DEBUG Spawning mob ID2579: 2000.0hp, 0.5spd
02:25:29,94 main DEBUG Reached pos (2, 15), new target is (2, 16)
02:25:29,127 main DEBUG Playing sound 'bang1'
02:25:29,128 main DEBUG Reached pos (1, 14), new target is (1, 14)
02:25:29,161 main DEBUG Reached pos (2, 17), new target is (1, 17)
02:25:29,162 main DEBUG Reached pos (1, 14), new target is (2, 14)
02:25:29,243 main DEBUG Reached pos (2, 16), new target is (2, 17)
02:25:29,244 main DEBUG Reached pos (2, 15), new target is (2, 16)
02:25:29,245 main DEBUG Reached pos (2, 14), new target is (2, 15)
02:25:29,277 main DEBUG Reached pos (4, 13), new target is (5, 13)
02:25:29,278 main DEBUG Reached pos (2, 14), new target is (2, 15)
02:25:29,351 main DEBUG Spawning mob ID2580: 14.0hp, 1.0spd
02:25:29,352 main DEBUG Spawning mob ID2581: 35.0hp, 0.9spd
02:25:29,352 main DEBUG Spawning mob ID2582: 180.0hp, 0.6spd
02:25:29,352 main DEBUG Spawning mob ID2583: 80.0hp, 1.8spd
02:25:29,353 main DEBUG Spawning mob ID2584: 300.0hp, 0.9spd
02:25:29,353 main DEBUG Spawning mob ID2585: 300.0hp, 1.25spd
02:25:29,353 main DEBUG Spawning mob ID2586: 400.0hp, 1.0spd
02:25:29,353 main DEBUG Spawning mob ID2587: 120.0hp, 0.9spd
02:25:29,354 main DEBUG Spawning mob ID2588: 900.0hp, 0.5spd
02:25:29,354 main DEBUG Spawning mob ID2589: 800.0hp, 0.8spd
02:25:29,354 main DEBUG Spawning mob ID2590: 900.0hp, 1.0spd
02:25:29,355 main DEBUG Spawning mob ID2591: 2000.0hp, 0.5spd
02:25:29,410 main DEBUG Reached pos (2, 15), new target is (2, 16)
02:25:29,443 main DEBUG Reached pos (1, 17), new target is (0, 17)
02:25:29,444 main DEBUG Reached pos (1, 14), new target is (1, 14)
02:25:29,477 main DEBUG Reached pos (1, 14), new target is (2, 14)
02:25:29,509 main DEBUG Playing sound 'bang1'
02:25:29,558 main DEBUG Reached pos (5, 13), new target is (6, 12)
02:25:29,559 main DEBUG Reached pos (4, 13), new target is (5, 13)
02:25:29,592 main DEBUG Playing sound 'bang1'
02:25:29,617 main DEBUG Spawning mob ID2592: 14.0hp, 1.0spd
02:25:29,617 main DEBUG Spawning mob ID2593: 35.0hp, 0.9spd
02:25:29,617 main DEBUG Spawning mob ID2594: 180.0hp, 0.6spd
02:25:29,618 main DEBUG Spawning mob ID2595: 80.0hp, 1.8spd
02:25:29,618 main DEBUG Spawning mob ID2596: 300.0hp, 0.9spd
02:25:29,618 main DEBUG Spawning mob ID2597: 300.0hp, 1.25spd
02:25:29,618 main DEBUG Spawning mob ID2598: 400.0hp, 1.0spd
02:25:29,619 main DEBUG Spawning mob ID2599: 120.0hp, 0.9spd
02:25:29,619 main DEBUG Spawning mob ID2600: 900.0hp, 0.5spd
02:25:29,619 main DEBUG Spawning mob ID2601: 800.0hp, 0.8spd
02:25:29,620 main DEBUG Spawning mob ID2602: 900.0hp, 1.0spd
02:25:29,620 main DEBUG Spawning mob ID2603: 2000.0hp, 0.5spd
02:25:29,675 main DEBUG Reached pos (2, 15), new target is (2, 16)
02:25:29,676 main DEBUG Reached pos (2, 14), new target is (2, 15)
02:25:29,677 main DEBUG Reached pos (2, 14), new target is (2, 15)
02:25:29,708 main DEBUG Reached pos (1, 17), new target is (0, 17)
02:25:29,742 main DEBUG Reached pos (2, 14), new target is (2, 15)
02:25:29,764 main DEBUG Towers: 11
02:25:29,765 main DEBUG generating new grid
02:25:29,768 main DEBUG removed 140 grid points for towers
02:25:29,769 main DEBUG removed 127 grid points for no walk
02:25:29,854 main DEBUG Pathfinding successful!
02:25:29,854 main DEBUG Steps: 44
02:25:29,854 main DEBUG New path for grid: True
02:25:29,854 main DEBUG Tower placed at [1,19]
02:25:29,854 main DEBUG Calculating paths for pf_queue.
02:25:29,854 main DEBUG Length of queue: 29.
02:25:29,855 main DEBUG Updating target for mob 1913
02:25:29,855 main DEBUG currentpoint: (1, 17)
02:25:29,855 main DEBUG target_pos: (0, 17)
02:25:29,855 main DEBUG point: 7
02:25:29,855 main DEBUG Shared path with nearby mob.
02:25:29,855 main DEBUG Shared path with nearby mob.
02:25:29,879 main DEBUG Spawning mob ID2604: 14.0hp, 1.0spd
02:25:29,879 main DEBUG Spawning mob ID2605: 35.0hp, 0.9spd
02:25:29,880 main DEBUG Spawning mob ID2606: 180.0hp, 0.6spd
02:25:29,880 main DEBUG Spawning mob ID2607: 80.0hp, 1.8spd
02:25:29,880 main DEBUG Spawning mob ID2608: 300.0hp, 0.9spd
02:25:29,881 main DEBUG Spawning mob ID2609: 300.0hp, 1.25spd
02:25:29,881 main DEBUG Spawning mob ID2610: 400.0hp, 1.0spd
02:25:29,881 main DEBUG Spawning mob ID2611: 120.0hp, 0.9spd
02:25:29,881 main DEBUG Spawning mob ID2612: 900.0hp, 0.5spd
02:25:29,882 main DEBUG Spawning mob ID2613: 800.0hp, 0.8spd
02:25:29,882 main DEBUG Spawning mob ID2614: 900.0hp, 1.0spd
02:25:29,882 main DEBUG Spawning mob ID2615: 2000.0hp, 0.5spd
02:25:29,883 main DEBUG Calculating paths for pf_queue.
02:25:29,883 main DEBUG Length of queue: 26.
02:25:29,883 main DEBUG Updating target for mob 1974
02:25:29,883 main DEBUG currentpoint: (2, 16)
02:25:29,883 main DEBUG target_pos: (2, 17)
02:25:29,883 main DEBUG point: 5
02:25:29,883 main DEBUG Shared path with nearby mob.
02:25:29,888 main DEBUG Playing sound 'bang1'
02:25:29,900 main DEBUG Calculating paths for pf_queue.
02:25:29,900 main DEBUG Length of queue: 24.
02:25:29,900 main DEBUG Updating target for mob 1982
02:25:29,900 main DEBUG currentpoint: (2, 14)
02:25:29,900 main DEBUG target_pos: (2, 15)
02:25:29,900 main DEBUG point: 3
02:25:29,900 main DEBUG Shared path with nearby mob.
02:25:29,900 main DEBUG Shared path with nearby mob.
02:25:29,900 main DEBUG Shared path with nearby mob.
02:25:29,900 main DEBUG Shared path with nearby mob.
02:25:29,900 main DEBUG Shared path with nearby mob.
02:25:29,900 main DEBUG Shared path with nearby mob.
02:25:29,916 main DEBUG Calculating paths for pf_queue.
02:25:29,916 main DEBUG Length of queue: 17.
02:25:29,917 main DEBUG Updating target for mob 2009
02:25:29,917 main DEBUG currentpoint: (2, 17)
02:25:29,917 main DEBUG target_pos: (1, 17)
02:25:29,917 main DEBUG point: 6
02:25:29,917 main DEBUG Shared path with nearby mob.
02:25:29,938 main DEBUG Calculating paths for pf_queue.
02:25:29,939 main DEBUG Length of queue: 15.
02:25:29,940 main DEBUG Updating target for mob 2125
02:25:29,940 main DEBUG currentpoint: (2, 15)
02:25:29,940 main DEBUG target_pos: (2, 16)
02:25:29,940 main DEBUG point: 4
02:25:29,940 main DEBUG Shared path with nearby mob.
02:25:29,941 main DEBUG Shared path with nearby mob.
02:25:29,941 main DEBUG Shared path with nearby mob.
02:25:29,966 main DEBUG Calculating paths for pf_queue.
02:25:29,966 main DEBUG Length of queue: 11.
02:25:29,966 main DEBUG Updating target for mob 2185
02:25:29,966 main DEBUG currentpoint: (2, 14)
02:25:29,966 main DEBUG target_pos: (2, 15)
02:25:29,966 main DEBUG point: 3
02:25:29,966 main DEBUG Shared path with nearby mob.
02:25:29,966 main DEBUG Shared path with nearby mob.
02:25:29,966 main DEBUG Shared path with nearby mob.
02:25:29,967 main DEBUG Reached pos (5, 13), new target is (6, 12)
02:25:29,999 main DEBUG Calculating paths for pf_queue.
02:25:29,999 main DEBUG Length of queue: 7.
02:25:29,999 main DEBUG Updating target for mob 2222
02:25:29,999 main DEBUG currentpoint: (1, 14)
02:25:30,0 main DEBUG target_pos: (2, 14)
02:25:30,0 main DEBUG point: 2
02:25:30,0 main DEBUG Shared path with nearby mob.
02:25:30,0 main DEBUG Shared path with nearby mob.
02:25:30,0 main DEBUG Shared path with nearby mob.
02:25:30,0 main DEBUG Playing sound 'bang1'
02:25:30,1 main DEBUG Playing sound 'bang1'
02:25:30,32 main DEBUG Calculating paths for pf_queue.
02:25:30,32 main DEBUG Length of queue: 3.
02:25:30,33 main DEBUG Updating target for mob 2306
02:25:30,33 main DEBUG currentpoint: (1, 14)
02:25:30,33 main DEBUG target_pos: (2, 14)
02:25:30,33 main DEBUG point: 2
02:25:30,33 main DEBUG Shared path with nearby mob.
02:25:30,39 main DEBUG Playing sound 'bang1'
02:25:30,40 main DEBUG Playing sound 'bang1'
02:25:30,82 main DEBUG Calculating paths for pf_queue.
02:25:30,82 main DEBUG Length of queue: 1.
02:25:30,82 main DEBUG Updating target for mob 2462
02:25:30,82 main DEBUG currentpoint: (1, 14)
02:25:30,82 main DEBUG target_pos: (2, 14)
02:25:30,82 main DEBUG point: 2
02:25:30,125 main DEBUG Spawning mob ID2616: 14.0hp, 1.0spd
02:25:30,126 main DEBUG Spawning mob ID2617: 35.0hp, 0.9spd
02:25:30,127 main DEBUG Spawning mob ID2618: 180.0hp, 0.6spd
02:25:30,127 main DEBUG Spawning mob ID2619: 80.0hp, 1.8spd
02:25:30,128 main DEBUG Spawning mob ID2620: 300.0hp, 0.9spd
02:25:30,128 main DEBUG Spawning mob ID2621: 300.0hp, 1.25spd
02:25:30,128 main DEBUG Spawning mob ID2622: 400.0hp, 1.0spd
02:25:30,128 main DEBUG Spawning mob ID2623: 120.0hp, 0.9spd
02:25:30,129 main DEBUG Spawning mob ID2624: 900.0hp, 0.5spd
02:25:30,129 main DEBUG Spawning mob ID2625: 800.0hp, 0.8spd
02:25:30,129 main DEBUG Spawning mob ID2626: 900.0hp, 1.0spd
02:25:30,130 main DEBUG Spawning mob ID2627: 2000.0hp, 0.5spd
02:25:30,386 main DEBUG Spawning mob ID2628: 14.0hp, 1.0spd
02:25:30,386 main DEBUG Spawning mob ID2629: 35.0hp, 0.9spd
02:25:30,386 main DEBUG Spawning mob ID2630: 180.0hp, 0.6spd
02:25:30,386 main DEBUG Spawning mob ID2631: 80.0hp, 1.8spd
02:25:30,387 main DEBUG Spawning mob ID2632: 300.0hp, 0.9spd
02:25:30,387 main DEBUG Spawning mob ID2633: 300.0hp, 1.25spd
02:25:30,388 main DEBUG Spawning mob ID2634: 400.0hp, 1.0spd
02:25:30,388 main DEBUG Spawning mob ID2635: 120.0hp, 0.9spd
02:25:30,389 main DEBUG Spawning mob ID2636: 900.0hp, 0.5spd
02:25:30,389 main DEBUG Spawning mob ID2637: 800.0hp, 0.8spd
02:25:30,390 main DEBUG Spawning mob ID2638: 900.0hp, 1.0spd
02:25:30,390 main DEBUG Spawning mob ID2639: 2000.0hp, 0.5spd
02:25:30,422 main DEBUG Playing sound 'bang1'
02:25:30,467 main DEBUG Reached pos (5, 13), new target is (6, 12)
02:25:30,505 main DEBUG Playing sound 'bang1'
02:25:30,649 main DEBUG Spawning mob ID2640: 14.0hp, 1.0spd
02:25:30,650 main DEBUG Spawning mob ID2641: 35.0hp, 0.9spd
02:25:30,650 main DEBUG Spawning mob ID2642: 180.0hp, 0.6spd
02:25:30,650 main DEBUG Spawning mob ID2643: 80.0hp, 1.8spd
02:25:30,651 main DEBUG Spawning mob ID2644: 300.0hp, 0.9spd
02:25:30,651 main DEBUG Spawning mob ID2645: 300.0hp, 1.25spd
02:25:30,651 main DEBUG Spawning mob ID2646: 400.0hp, 1.0spd
02:25:30,651 main DEBUG Spawning mob ID2647: 120.0hp, 0.9spd
02:25:30,652 main DEBUG Spawning mob ID2648: 900.0hp, 0.5spd
02:25:30,652 main DEBUG Spawning mob ID2649: 800.0hp, 0.8spd
02:25:30,652 main DEBUG Spawning mob ID2650: 900.0hp, 1.0spd
02:25:30,653 main DEBUG Spawning mob ID2651: 2000.0hp, 0.5spd
02:25:30,655 main DEBUG Playing sound 'bang1'
02:25:30,722 main DEBUG Reached pos (5, 13), new target is (6, 12)
02:25:30,870 main DEBUG Reached pos (0, 18), new target is (0, 18)
02:25:30,906 main DEBUG Spawning mob ID2652: 14.0hp, 1.0spd
02:25:30,907 main DEBUG Spawning mob ID2653: 35.0hp, 0.9spd
02:25:30,908 main DEBUG Spawning mob ID2654: 180.0hp, 0.6spd
02:25:30,909 main DEBUG Spawning mob ID2655: 80.0hp, 1.8spd
02:25:30,909 main DEBUG Spawning mob ID2656: 300.0hp, 0.9spd
02:25:30,909 main DEBUG Spawning mob ID2657: 300.0hp, 1.25spd
02:25:30,909 main DEBUG Spawning mob ID2658: 400.0hp, 1.0spd
02:25:30,910 main DEBUG Spawning mob ID2659: 120.0hp, 0.9spd
02:25:30,910 main DEBUG Spawning mob ID2660: 900.0hp, 0.5spd
02:25:30,910 main DEBUG Spawning mob ID2661: 800.0hp, 0.8spd
02:25:30,911 main DEBUG Spawning mob ID2662: 900.0hp, 1.0spd
02:25:30,911 main DEBUG Spawning mob ID2663: 2000.0hp, 0.5spd
02:25:30,920 main DEBUG Reached pos (0, 18), new target is (0, 19)
02:25:31,37 main DEBUG Reached pos (0, 18), new target is (0, 18)
02:25:31,38 main DEBUG Reached pos (5, 13), new target is (6, 12)
02:25:31,70 main DEBUG Reached pos (0, 18), new target is (0, 19)
02:25:31,71 main DEBUG Reached pos (0, 17), new target is (0, 17)
02:25:31,103 main DEBUG Playing sound 'bang1'
02:25:31,104 main DEBUG Reached pos (1, 17), new target is (1, 17)
02:25:31,105 main DEBUG Reached pos (0, 17), new target is (0, 18)
02:25:31,153 main DEBUG Playing sound 'bang1'
02:25:31,154 main DEBUG Reached pos (1, 17), new target is (0, 17)
02:25:31,182 main DEBUG Spawning mob ID2664: 14.0hp, 1.0spd
02:25:31,183 main DEBUG Spawning mob ID2665: 35.0hp, 0.9spd
02:25:31,183 main DEBUG Spawning mob ID2666: 180.0hp, 0.6spd
02:25:31,184 main DEBUG Spawning mob ID2667: 80.0hp, 1.8spd
02:25:31,184 main DEBUG Spawning mob ID2668: 300.0hp, 0.9spd
02:25:31,184 main DEBUG Spawning mob ID2669: 300.0hp, 1.25spd
02:25:31,185 main DEBUG Spawning mob ID2670: 400.0hp, 1.0spd
02:25:31,185 main DEBUG Spawning mob ID2671: 120.0hp, 0.9spd
02:25:31,186 main DEBUG Spawning mob ID2672: 900.0hp, 0.5spd
02:25:31,186 main DEBUG Spawning mob ID2673: 800.0hp, 0.8spd
